,row,plc,horseno,horse,jockey,trainer,actualwt,declarwt,draw,lbw,runningpos,finishtime,winodds,date,raceno,class,distance,going,handicap,course,stake,venue,horse_ch,jockey_ch,trainer_ch,class_ch,going_ch,handicap_ch,course_ch,venue_ch
693,0,1,4.0,REGENCY BO BO(A050),N Callan,A S Cruz,131.0,1108.0,13.0,-,6 2 2 1,1.22.84,4.1,2016-12-17,6,4,1400,GOOD TO FIRM,LUKFOOK JEWELLERY GOLD CHARISMA COLLECTION HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,帝豪寶寶(A050),郭能,告東尼,1,好地至快地,六福珠寶金飾魅力系列讓賽,草地 - C+3 賽道,沙田
694,0,1,7.0,HAPPY BAO BEI(S172),B Prebble,Y S Tsui,124.0,1163.0,12.0,-,9 9 1,1.10.80,63.0,2017-01-04,6,3,1200,GOOD,CANNON HANDICAP,TURF - A COURSE,1235000,Happy Valley,中華寶貝(S172),柏寶,徐雨石,1,好地,景隆讓賽,草地 - A 賽道,跑馬地
695,0,1,5.0,BIG BANG BONG(V186),J Moreira,J Size,126.0,1059.0,9.0,-,4 4 3 1,1.22.30,6.5,2017-01-08,6,3,1400,GOOD TO FIRM,PEONY HANDICAP,TURF - C COURSE,1235000,Sha Tin,龍船(V186),莫雷拉,蔡約翰,1,好地至快地,牡丹讓賽,草地 - C 賽道,沙田
696,0,1,11.0,PREMIERE(A051),J Moreira,J Size,119.0,1109.0,10.0,-,2 1 1,0.56.81,2.6,2017-01-11,6,3,1000,GOOD,FU SHAN HANDICAP,TURF - B COURSE,1235000,Happy Valley,首映(A051),莫雷拉,蔡約翰,1,好地,富山讓賽,草地 - B 賽道,跑馬地
697,0,1,5.0,SMILING CHARM(V321),K Teetan,C W Chang,130.0,1154.0,2.0,-,9 8 7 1,1.22.86,17.0,2017-01-14,6,4,1400,GOOD,TSUNG PAK LONG HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,嬴風雲(V321),田泰安,鄭俊偉,1,好地,松柏朗讓賽,草地 - C+3 賽道,沙田
698,0,1,7.0,SKY KING(V217),D Whyte,C Fownes,126.0,1311.0,1.0,-,6 6 5 1,1.38.05,7.4,2017-01-18,6,3,1650,GOOD,HONG KONG PARK HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,傾心星(V217),韋達,方嘉柏,1,好地,香港公園讓賽,全天候跑道,沙田
699,0,1,9.0,GOOD COMPANION(A052),S Clipperton,D Cruz,123.0,1054.0,1.0,-,4 3 1,1.10.54,4.3,2017-01-25,6,4,1200,GOOD,CLUB STREET HANDICAP,TURF - C+3 COURSE,840000,Happy Valley,你知我意(A052),祈普敦,告達理,1,好地,會所街讓賽,草地 - C+3 賽道,跑馬地
700,0,1,3.0,PREMIERE(A051),J Moreira,J Size,130.0,1119.0,7.0,-,2 1 1,0.57.11,1.7,2017-02-02,6,3,1000,GOOD,HOI YUEN HANDICAP,TURF - A COURSE,1235000,Happy Valley,首映(A051),莫雷拉,蔡約翰,1,好地,開源讓賽,草地 - A 賽道,跑馬地
701,0,1 DH,8.0,BLOCKER DEE(T374),K Teetan,C Fownes,115.0,1220.0,1.0,-,5 3 1,1.09.90,7.0,2017-02-15,6,1,1200,GOOD TO FIRM,THE HAPPY VALLEY TROPHY (HANDICAP),TURF - C COURSE,2500000,Happy Valley,越影(T374),田泰安,方嘉柏,1,好地至快地,跑馬地錦標（讓賽）,草地 - C 賽道,跑馬地
702,0,1,3.0,SKY KING(V217),D Whyte,C Fownes,129.0,1301.0,8.0,-,9 9 6 1,1.38.17,4.8,2017-03-01,6,3,1650,GOOD,KESTREL HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,傾心星(V217),韋達,方嘉柏,1,好地,紅隼讓賽,全天候跑道,沙田
703,0,1,9.0,COOL AND NEAT(V087),J Moreira,D J Hall,120.0,1194.0,14.0,-,14 12 10 1,1.22.03,5.8,2017-03-05,6,4,1400,GOOD TO FIRM,MACAU-TAIPA BRIDGE HANDICAP,TURF - C COURSE,840000,Sha Tin,奪冠(V087),莫雷拉,賀賢,1,好地至快地,澳氹大橋讓賽,草地 - C 賽道,沙田
704,0,1,11.0,ALL MY GAIN(T018),K C Leung,T P Yung,116.0,1096.0,4.0,-,8 7 1,1.10.25,9.1,2017-03-08,6,3,1200,GOOD,THE POLICE CUP (HANDICAP),TURF - A COURSE,1235000,Happy Valley,帶盈來(T018),梁家俊,容天鵬,1,好地,警察盃（讓賽）,草地 - A 賽道,跑馬地
705,0,1,11.0,APACHE SPIRIT(T095),C Y Ho,C Fownes,113.0,1087.0,3.0,-,8 7 1,1.09.59,99.0,2017-03-12,6,3,1200,GOOD,FREESIA HANDICAP,TURF - C+3 COURSE,1235000,Sha Tin,罕曾見(T095),何澤堯,方嘉柏,1,好地,小蒼蘭讓賽,草地 - C+3 賽道,沙田
706,0,1,2.0,HARRIER JET(T372),K C Leung,P O'Sullivan,130.0,1153.0,3.0,-,4 4 1,1.09.61,4.0,2017-03-15,6,3,1200,GOOD,SHEK PAI WAN HANDICAP,TURF - B COURSE,1235000,Happy Valley,騰龍超影(T372),梁家俊,蘇保羅,1,好地,石排灣讓賽,草地 - B 賽道,跑馬地
707,0,1,10.0,LOTUS BREEZE(T112),J Moreira,W Y So,121.0,1094.0,5.0,-,4 4 1,1.09.76,3.6,2017-03-22,6,3,1200,GOOD,HARBOUR VIEW HANDICAP,TURF - C COURSE,1235000,Happy Valley,麯院風荷(T112),莫雷拉,蘇偉賢,1,好地,港景讓賽,草地 - C 賽道,跑馬地
708,0,1,14.0,LONDON CITY(T080),K Teetan,D E Ferraris,115.0,1132.0,6.0,-,4 2 1,1.10.21,48.0,2017-03-26,6,4,1200,GOOD,GLENEALY HANDICAP,TURF - A+3 COURSE,840000,Sha Tin,旅英駿爵(T080),田泰安,霍利時,1,好地,己連拿利讓賽,草地 - A+3 賽道,沙田
709,0,1,9.0,TRAVEL COMFORTS(T209),H T Mo,A T Millard,109.0,1135.0,12.0,-,1 2 1,0.56.89,8.8,2017-03-29,6,3,1000,GOOD TO FIRM,THE EWO CHALLENGE TROPHY (HANDICAP),TURF - C+3 COURSE,1235000,Happy Valley,旅遊多寶(T209),巫顯東,苗禮德,1,好地至快地,怡和挑戰盃（讓賽）,草地 - C+3 賽道,跑馬地
710,0,1,7.0,EVEREST(V296),S Clipperton,W Y So,125.0,1133.0,4.0,-,4 4 3 1,1.22.49,4.5,2017-04-02,6,4,1400,GOOD TO FIRM,PORT SHELTER HANDICAP,TURF - B+2 COURSE,840000,Sha Tin,飛越峰(V296),祈普敦,蘇偉賢,1,好地至快地,牛尾海讓賽,草地 - B+2 賽道,沙田
711,0,1,2.0,ANDOYAS(T109),Z Purton,D J Hall,131.0,1008.0,10.0,-,11 11 11 11 7 1,2.17.12,5.2,2017-04-12,6,3,2200,GOOD,THE SINGAPORE TURF CLUB TROPHY (HANDICAP),TURF - A COURSE,1235000,Happy Valley,大情人(T109),潘頓,賀賢,2,好地,新加坡賽馬公會錦標（讓賽）,草地 - A 賽道,跑馬地
712,0,1,3.0,DIEGO KOSTA(T357),Z Purton,J Size,127.0,1161.0,2.0,-,3 3 1,0.56.96,5.9,2017-05-03,6,3,1000,GOOD TO FIRM,THE VICTORIA RACING CLUB TROPHY (HANDICAP),TURF - C+3 COURSE,1235000,Happy Valley,魔連奴(T357),潘頓,蔡約翰,1,好地至快地,維多利亞賽馬會錦標（讓賽）,草地 - C+3 賽道,跑馬地
713,0,1,10.0,POWERMAX(A009),N Callan,R Gibson,123.0,1135.0,12.0,-,2 2 1,1.09.92,3.3,2017-05-10,6,3,1200,GOOD TO FIRM,DORSET HANDICAP,TURF - A COURSE,1235000,Happy Valley,問鼎高峰(A009),郭能,高伯新,1,好地至快地,多實讓賽,草地 - A 賽道,跑馬地
714,0,1,12.0,LOVE CHUNGHWA(T207),M L Yeung,T P Yung,115.0,1155.0,2.0,-,7 6 1,1.10.38,17.0,2017-05-17,6,4,1200,GOOD TO FIRM,FRENCH RACING & BREEDING COMMITTEE HANDICAP,TURF - B COURSE,840000,Happy Valley,中華壹號(T207),楊明綸,容天鵬,1,好地至快地,法國賽馬及育馬委員會讓賽,草地 - B 賽道,跑馬地
715,0,1,5.0,VICTORY BOYS(S355),M F Poon,D J Hall,116.0,1199.0,7.0,-,7 8 8 8 1,1.48.93,3.6,2017-06-18,6,3,1800,GOOD TO YIELDING,FORTUNE ROOM HANDICAP,TURF - C+3 COURSE,1235000,Sha Tin,勝利仔(S355),潘明輝,賀賢,1,好地至黏地,幸運閣讓賽,草地 - C+3 賽道,沙田
716,0,1,11.0,OUTLAWED(T100),H N Wong,P F Yiu,109.0,1178.0,9.0,-,6 5 5 1,1.39.51,20.0,2017-06-28,6,3,1650,GOOD TO FIRM,PAK SHA O HANDICAP,TURF - C+3 COURSE,1235000,Happy Valley,平天下(T100),黃皓楠,姚本輝,1,好地至快地,白沙澳讓賽,草地 - C+3 賽道,跑馬地
717,0,1,6.0,SUNNY WIN(V254),J Moreira,L Ho,126.0,1222.0,9.0,-,7 6 1,1.09.44,1.9,2017-07-09,6,3,1200,GOOD,POK FU LAM RESERVOIR ROAD HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,太陽旺旺(V254),莫雷拉,何良,1,好地,薄扶林水塘道讓賽,全天候跑道,沙田
718,0,1,12.0,GENEROUS BOBO(S096),K K Chiong,C H Yip,115.0,1128.0,2.0,-,1 1 1 1,1.24.00,17.0,2017-07-16,6,4,1400,GOOD TO YIELDING,SIGHT WINNER HANDICAP,TURF - C COURSE,840000,Sha Tin,慷慨寶(S096),蔣嘉琦,葉楚航,1,好地至黏地,勝眼光讓賽,草地 - C 賽道,沙田
719,0,1,2.0,BULLISH BOY(P008),G Mosse,A S Cruz,130.0,1085.0,5.0,-,4 4 4 1,1.40.48,17.0,2015-06-03,7,3,1650,GOOD TO FIRM,VIOLET HILL HANDICAP,TURF - A COURSE,1060000,Happy Valley,牛精仔(P008),巫斯義,告東尼,1,好地至快地,紫羅蘭山讓賽,草地 - A 賽道,跑馬地
720,0,1,10.0,TOP ACT(P435),K Teetan,A T Millard,114.0,1105.0,2.0,-,3 3 3 3 1,1.48.39,3.4,2015-06-07,7,2,1800,GOOD TO FIRM,THE HONG KONG UNIVERSITY ALUMNI ASSOCIATION CHALLENGE CUP (HANDICAP),TURF - A+3 COURSE,1500000,Sha Tin,人強馬勁(P435),田泰安,苗禮德,1,好地至快地,香港大學校友會挑戰盃（讓賽）,草地 - A+3 賽道,沙田
721,0,1,3.0,HORSE OF FORTUNE(T118),N Rawiller,A T Millard,128.0,1020.0,4.0,-,6 6 5 1,1.39.93,9.4,2015-06-10,7,3,1650,GOOD TO FIRM,LAI KOK HANDICAP,TURF - B COURSE,1060000,Happy Valley,馬上發財(T118),羅理雅,苗禮德,1,好地至快地,麗閣讓賽,草地 - B 賽道,跑馬地
722,0,1,7.0,SPICY SURE(T234),Z Purton,K L Man,120.0,1117.0,11.0,-,4 3 3 1,1.20.90,8.5,2015-06-14,7,3,1400,GOOD TO FIRM,VACHERON CONSTANTIN HANDICAP,TURF - B+2 COURSE,1060000,Sha Tin,辣得很(T234),潘頓,文家良,1,好地至快地,ＶＡＣＨＥＲＯＮ　ＣＯＮＳＴＡＮＴＩＮ讓賽,草地 - B+2 賽道,沙田
723,0,1,7.0,RAINBOW CHIC(P118),Z Purton,C Fownes,120.0,1125.0,5.0,-,9 8 8 8 1,1.48.30,8.2,2015-06-17,7,1,1800,GOOD TO FIRM,THE HAPPY VALLEY VASE (HANDICAP),TURF - C COURSE,2200000,Happy Valley,勝哥兒(P118),潘頓,方嘉柏,1,好地至快地,跑馬地銀瓶（讓賽）,草地 - C 賽道,跑馬地
724,0,1,1.0,THEWIZARDOFOZ(T251),J Moreira,J Size,133.0,1164.0,12.0,-,2 2 1,1.10.04,1.6,2015-06-21,7,3,1200,YIELDING,DERBY RESTAURANT & BAR HANDICAP,TURF - C COURSE,1060000,Sha Tin,澳斯卡(T251),莫雷拉,蔡約翰,1,黏地,打吡餐廳及酒吧讓賽,草地 - C 賽道,沙田
725,0,1,6.0,PEACE N PROSPERITY(T210),G Mosse,K L Man,125.0,992.0,2.0,-,3 3 1,1.09.49,2.8,2015-06-24,7,3,1200,GOOD,FUNG MO HANDICAP,TURF - C+3 COURSE,1060000,Happy Valley,人和家富(T210),巫斯義,文家良,1,好地,鳳舞讓賽,草地 - C+3 賽道,跑馬地
726,0,1,1.0,DASHING FELLOW(S284),J Moreira,J Moore,133.0,1152.0,3.0,-,6 4 4 1,1.21.56,1.6,2015-06-27,7,3,1400,GOOD TO FIRM,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION CUP (HANDICAP),TURF - C+3 COURSE,1060000,Sha Tin,飛來猛(S284),莫雷拉,約翰摩亞,1,好地至快地,香港傷健策騎協會盃（讓賽）,草地 - C+3 賽道,沙田
727,0,1,6.0,HIGH WARRIOR(S375),N Rawiller,J Size,125.0,1078.0,6.0,-,4 5 8 4 1,2.04.33,5.9,2015-07-01,7,4,2000,GOOD TO FIRM,RACING GOES ON HANDICAP,TURF - A COURSE,760000,Sha Tin,勁福星(S375),羅理雅,蔡約翰,2,好地至快地,馬照跑讓賽,草地 - A 賽道,沙田
728,0,1,1.0,RIGHTEOUS(S128),G Mosse,T P Yung,133.0,1118.0,2.0,-,2 2 2 1,1.21.97,7.8,2015-07-05,7,3,1400,GOOD TO FIRM,PAK SHA O HANDICAP,TURF - A+3 COURSE,1060000,Sha Tin,正大光明(S128),巫斯義,容天鵬,1,好地至快地,白沙澳讓賽,草地 - A+3 賽道,沙田
729,0,1,6.0,CHINA DELIGHT(N148),M L Yeung,K W Lui,121.0,1024.0,5.0,-,12 12 9 1,1.40.88,7.4,2015-07-08,7,4,1650,GOOD TO FIRM,MAVERICK STAR HANDICAP,TURF - A COURSE,760000,Happy Valley,龍之欣(N148),楊明綸,呂健威,1,好地至快地,開心之星讓賽,草地 - A 賽道,跑馬地
730,0,1,2.0,SHORT SQUEEZE(S296),Z Purton,T P Yung,133.0,1132.0,9.0,-,2 2 2 1,1.21.77,5.7,2015-07-12,7,4,1400,GOOD TO FIRM,MIRACULOUS HANDICAP,TURF - B+2 COURSE,760000,Sha Tin,精算突擊(S296),潘頓,容天鵬,1,好地至快地,叫關領讓賽,草地 - B+2 賽道,沙田
731,0,1,3.0,PACKING PINS(S386),J Moreira,P F Yiu,126.0,1146.0,10.0,-,4 4 3 1,1.22.35,1.8,2015-09-06,7,2,1400,GOOD,COTTON TREE HANDICAP,TURF - B COURSE,1650000,Sha Tin,包裝奔馳(S386),莫雷拉,姚本輝,1,好地,紅棉讓賽,草地 - B 賽道,沙田
732,0,1,10.0,SPEEDY LONGWAH(S242),N Callan,C S Shum,120.0,1102.0,10.0,-,2 2 1 1,1.42.58,5.6,2015-09-09,7,3,1650,GOOD,MIDDLE BAY HANDICAP,TURF - A COURSE,1165000,Happy Valley,金滙龍華(S242),郭能,沈集成,1,好地,中灣讓賽,草地 - A 賽道,跑馬地
733,0,1,1.0,PERPETUAL TREASURE(S191),M L Yeung,T P Yung,127.0,1119.0,9.0,-,3 3 1,1.09.12,5.5,2015-09-13,7,3,1200,GOOD,SHENZHEN HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,盈利駿馬(S191),楊明綸,容天鵬,1,好地,深圳讓賽,全天候跑道,沙田
734,0,1,11.0,DIVINE BOY(T163),J Moreira,Y S Tsui,115.0,1084.0,9.0,-,11 11 1,1.10.14,5.1,2015-10-14,7,3,1200,GOOD,WONG CHUK HANG HANDICAP,TURF - B COURSE,1165000,Happy Valley,神舟小子(T163),莫雷拉,徐雨石,1,好地,黃竹坑讓賽,草地 - B 賽道,跑馬地
735,0,1,10.0,TRIUMPHANT JEWEL(P310),K K Chiong,C S Shum,116.0,1102.0,12.0,-,1 1 1,0.56.43,11.0,2015-10-18,7,3,1000,GOOD TO FIRM,TSUEN FU HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,勝利寶石(P310),蔣嘉琦,沈集成,1,好地至快地,荃富讓賽,草地 - C+3 賽道,沙田
736,0,1,9.0,FOODIE(S434),J Moreira,C S Shum,123.0,1081.0,2.0,-,4 6 3 1,1.41.65,5.6,2015-10-22,7,3,1650,GOOD,SHEK UK SHAN HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,為食仔(S434),莫雷拉,沈集成,1,好地,石屋山讓賽,草地 - C+3 賽道,跑馬地
737,0,1,8.0,SERGEANT TITANIUM(S332),K Teetan,J Size,124.0,1105.0,13.0,-,4 5 3 1,1.35.76,89.0,2015-10-25,7,3,1600,GOOD TO FIRM,JAEGER-LECOULTRE EXCELLENT HANDICAP,TURF - A COURSE,1165000,Sha Tin,鈦金剛(S332),田泰安,蔡約翰,1,好地至快地,ＪＡＥＧＥＲ－ＬＥＣＯＵＬＴＲＥ卓越讓賽,草地 - A 賽道,沙田
738,0,1,12.0,SUPREME FRESH(S076),K Teetan,P F Yiu,115.0,1176.0,4.0,-,5 5 1 1,1.41.11,8.4,2015-11-01,7,3,1650,GOOD,LAM TIN HANDICAP,TURF - A COURSE,1165000,Happy Valley,勁新鮮(S076),田泰安,姚本輝,1,好地,藍田讓賽,草地 - A 賽道,跑馬地
739,0,1,5.0,MOTIF(T065),G Mosse,K L Man,127.0,1178.0,4.0,-,3 5 3 1,1.22.52,3.3,2015-11-08,7,4,1400,GOOD,KATE HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,有鬥志(T065),巫斯義,文家良,1,好地,ＫＡＴＥ讓賽,草地 - C+3 賽道,沙田
740,0,1,7.0,COUNTRY MELODY(T011),J Moreira,J Size,127.0,1086.0,8.0,-,9 7 1,0.57.35,4.6,2015-11-11,7,2,1000,GOOD,THE AMERICAN CLUB CHALLENGE CUP (HANDICAP),TURF - B COURSE,1650000,Happy Valley,鄉村輝煌(T011),莫雷拉,蔡約翰,1,好地,美國會所挑戰盃（讓賽）,草地 - B 賽道,跑馬地
741,0,1,14.0,TEAM FORTUNE(T306),J Moreira,W Y So,115.0,1161.0,3.0,-,5 5 1,0.56.82,2.2,2015-11-14,7,3,1000,GOOD,PANASONIC HEAD SPA HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,添好運(T306),莫雷拉,蘇偉賢,1,好地,ＰＡＮＡＳＯＮＩＣ鴻運當頭洗頭寶讓賽,草地 - A+3 賽道,沙田
742,0,1,12.0,HAPPY CHAPPY(T217),K Teetan,P F Yiu,116.0,1143.0,5.0,-,1 1 1,1.08.04,6.0,2015-11-18,7,3,1200,GOOD,QUEEN'S ROAD CENTRAL HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,平民百勝(T217),田泰安,姚本輝,1,好地,皇后大道中讓賽,全天候跑道,沙田
743,0,1,5.0,BEAUTY FLAME(S117),G Mosse,A S Cruz,123.0,1196.0,3.0,-,2 2 2 1,1.33.74,37.0,2015-11-21,7,1,1600,GOOD,THE BOCHK WEALTH MANAGEMENT JOCKEY CLUB MILE,TURF - B+2 COURSE,4000000,Sha Tin,美麗之星(S117),巫斯義,告東尼,1,好地,中銀理財馬會一哩錦標,草地 - B+2 賽道,沙田
744,0,1,3.0,ROMANTIC CASH(S319),K C Leung,C S Shum,127.0,1140.0,1.0,-,1 2 1,1.10.54,2.4,2015-11-25,7,3,1200,GOOD,STIRLING HANDICAP,TURF - C COURSE,1165000,Happy Valley,錢照收(S319),梁家俊,沈集成,1,好地,士他令讓賽,草地 - C 賽道,跑馬地
745,0,1,3.0,BRILLIANT DREAM(S203),K Teetan,D J Hall,132.0,1136.0,9.0,-,8 8 4 1,1.22.05,15.0,2015-11-29,7,3,1400,GOOD,CHEVALIER LIFTS & ESCALATORS HANDICAP,TURF - C COURSE,1165000,Sha Tin,超凡夢想(S203),田泰安,賀賢,1,好地,其士電梯讓賽,草地 - C 賽道,沙田
746,0,1,8.0,FANTASTIC FEELING(T273),K Teetan,D E Ferraris,119.0,1154.0,1.0,-,3 4 1,1.10.83,2.5,2015-12-02,7,3,1200,GOOD,SUNFLOWER HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,越感(T273),田泰安,霍利時,1,好地,向日葵讓賽,草地 - C+3 賽道,跑馬地
747,0,1,1.0,SILLY BUDDIES(S054),B Prebble,J Size,133.0,1072.0,2.0,-,6 5 1,1.09.72,9.8,2015-12-06,7,3,1200,GOOD,THE PENINSULA GOLDEN JUBILEE CHALLENGE CUP (HANDICAP),ALL WEATHER TRACK,1165000,Sha Tin,劍飛聲(S054),柏寶,蔡約翰,1,好地,半島金禧挑戰盃（讓賽）,全天候跑道,沙田
748,0,1,8.0,MR RIGHT(T334),G Lerena,L Ho,124.0,1206.0,8.0,-,7 6 1,0.58.11,8.1,2015-12-09,7,4,1000,YIELDING,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 3RD LEG,TURF - A COURSE,960000,Happy Valley,威先生(T334),雷景勳,何良,1,黏地,浪琴表國際騎師錦標賽（讓賽）－第三關,草地 - A 賽道,跑馬地
749,0,1,2.0,MAURICE(V605),R Moore,N Hori,126.0,1120.0,11.0,-,7 7 7 1,1.33.92,4.1,2015-12-13,7,1,1600,GOOD,THE LONGINES HONG KONG MILE,TURF - A COURSE,23000000,Sha Tin,滿樂時(V605),莫雅,堀宣行,1,好地,浪琴表香港一哩錦標,草地 - A 賽道,沙田
750,0,1,1.0,STRONG FOUNDATION(P428),J Moreira,K W Lui,133.0,1068.0,7.0,-,7 8 9 1,1.41.02,2.4,2015-12-16,7,3,1650,GOOD,FLAMINGO HANDICAP,TURF - B COURSE,1165000,Happy Valley,根深柢固(P428),莫雷拉,呂健威,1,好地,紅鶴讓賽,草地 - B 賽道,跑馬地
751,0,1,6.0,HIT THE BID(P214),J Moreira,A T Millard,121.0,1174.0,1.0,-,5 1 1,1.08.51,2.2,2015-12-19,7,3,1200,GOOD,SHATIN PASS HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,心花怒放(P214),莫雷拉,苗禮德,1,好地,沙田坳讓賽,全天候跑道,沙田
752,0,1,11.0,ULTIMATE GLORY(S235),H W Lai,K L Man,118.0,1199.0,9.0,-,3 3 4 1,1.42.54,19.0,2015-12-23,7,3,1650,GOOD,MARS HANDICAP,TURF - C COURSE,1165000,Happy Valley,歡樂小子(S235),黎海榮,文家良,1,好地,火星讓賽,草地 - C 賽道,跑馬地
753,0,1,2.0,UNIVERSAL UNION(S263),Z Purton,T P Yung,133.0,1230.0,10.0,-,8 8 7 1,1.22.14,6.1,2015-12-27,7,3,1400,GOOD,PAK TAM CHUNG HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,永同天下(S263),潘頓,容天鵬,1,好地,北潭涌讓賽,草地 - A+3 賽道,沙田
754,0,1,4.0,SOLAR HEI HEI(T242),B Prebble,D J Hall,123.0,1085.0,14.0,-,13 10 1,1.09.68,4.6,2016-01-01,7,3,1200,GOOD,TAI MO SHAN HANDICAP,TURF - B+2 COURSE,1165000,Sha Tin,太陽喜喜(T242),柏寶,賀賢,1,好地,大帽山讓賽,草地 - B+2 賽道,沙田
755,0,1,8.0,FLAME HERO(P294),K C Leung,L Ho,117.0,1150.0,2.0,-,8 7 6 6 1,1.48.52,19.0,2016-01-06,7,1,1800,GOOD,THE JANUARY CUP (HANDICAP),TURF - A COURSE,3000000,Happy Valley,火紅人(P294),梁家俊,何良,1,好地,一月盃（讓賽）,草地 - A 賽道,跑馬地
756,0,1,2.0,AMAZING KIDS(T179),B Prebble,J Size,132.0,1141.0,1.0,-,6 4 1,1.08.86,2.1,2016-01-09,7,2,1200,GOOD,THE PEARCE MEMORIAL CHALLENGE CUP (HANDICAP),TURF - C COURSE,1650000,Sha Tin,華恩庭(T179),柏寶,蔡約翰,1,好地,皮亞士紀念挑戰盃（讓賽）,草地 - C 賽道,沙田
757,0,1,7.0,HEROIC GURU(S260),B Prebble,D J Hall,124.0,1061.0,4.0,-,10 9 9 1,1.41.02,3.8,2016-01-13,7,3,1650,GOOD,SPORTS ROAD HANDICAP,TURF - B COURSE,1165000,Happy Valley,勇駒(S260),柏寶,賀賢,1,好地,體育道讓賽,草地 - B 賽道,跑馬地
758,0,1,5.0,SEA RUBY(S238),H N Wong,J Moore,117.0,1207.0,8.0,-,1 1 1,1.09.28,12.0,2016-01-17,7,3,1200,WET SLOW,SA PO HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,海紅寶(S238),黃皓楠,約翰摩亞,1,濕慢地,沙浦讓賽,全天候跑道,沙田
759,0,1,12.0,PEACE N PROSPERITY(T210),S de Sousa,K L Man,116.0,1002.0,6.0,-,6 3 1,1.10.60,8.5,2016-01-20,7,2,1200,GOOD TO YIELDING,THE JAPAN RACING ASSOCIATION TROPHY (HANDICAP),TURF - C COURSE,1650000,Happy Valley,人和家富(T210),蘇兆輝,文家良,1,好地至黏地,日本中央競馬會錦標（讓賽）,草地 - C 賽道,跑馬地
760,0,1,8.0,LINE SEEKER(S269),Z Purton,P O'Sullivan,121.0,1103.0,14.0,-,14 12 1,1.10.41,4.2,2016-01-24,7,3,1200,GOOD,TIN SHUI WAI HANDICAP,TURF - A COURSE,1165000,Sha Tin,活力小駒(S269),潘頓,蘇保羅,1,好地,天水圍讓賽,草地 - A 賽道,沙田
761,0,1,3.0,AEROVELOCITY(P069),Z Purton,P O'Sullivan,126.0,1190.0,4.0,-,4 4 1,1.08.36,8.5,2016-01-31,7,1,1200,GOOD,THE CENTENARY SPRINT CUP,TURF - A+3 COURSE,8000000,Sha Tin,友瑩格(P069),潘頓,蘇保羅,1,好地,百週年紀念短途盃,草地 - A+3 賽道,沙田
762,0,1,11.0,DASHING KING(T297),Y T Cheng,W Y So,120.0,1101.0,7.0,-,2 2 2 1,1.41.32,19.0,2016-02-03,7,3,1650,GOOD,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),TURF - A COURSE,1165000,Happy Valley,飛皇騰達(T297),鄭雨滇,蘇偉賢,1,好地,香港會挑戰盃（讓賽）,草地 - A 賽道,跑馬地
763,0,1,5.0,FIGHT HERO(T186),K C Leung,Y S Tsui,127.0,1158.0,12.0,-,1 1 1,1.08.47,8.1,2016-02-06,7,3,1200,GOOD,HOI YUEN HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,藍天堡馬(T186),梁家俊,徐雨石,1,好地,開源讓賽,全天候跑道,沙田
764,0,1,1.0,AMAZING KIDS(T179),R Moore,J Size,133.0,1146.0,12.0,-,8 8 1,1.09.19,4.4,2016-02-14,7,2,1200,GOOD,THE HEUNG YEE KUK 90TH ANNIVERSARY CUP (HANDICAP),TURF - C+3 COURSE,1650000,Sha Tin,華恩庭(T179),莫雅,蔡約翰,1,好地,鄉議局九十周年盃（讓賽）,草地 - C+3 賽道,沙田
765,0,1,2.0,STAR MAJESTIC(S093),N Callan,P O'Sullivan,131.0,1109.0,8.0,-,8 7 5 1,1.40.26,22.0,2016-02-24,7,3,1650,GOOD,KING KWONG HANDICAP,TURF - C COURSE,1165000,Happy Valley,連利之星(S093),郭能,蘇保羅,1,好地,景光讓賽,草地 - C 賽道,跑馬地
766,0,1,4.0,BLOCKER DEE(T374),Z Purton,C Fownes,124.0,1237.0,6.0,-,2 2 1,1.11.01,3.8,2016-03-02,7,3,1200,GOOD,SO KON PO HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,越影(T374),潘頓,方嘉柏,1,好地,掃桿埔讓賽,草地 - C+3 賽道,跑馬地
